timestamp,open,high,low,close,volume
2023-01-01 09:30:00+00:00,1000.0,1001.4781648844869,999.0153114036609,1000.3974502848516,144
2023-01-01 09:31:00+00:00,1000.3974502848516,1000.5180971911212,1000.2368611000078,1000.2868010010174,119
2023-01-01 09:32:00+00:00,1000.2868010010174,1002.0741275475893,1000.2868010010174,1000.8052347395115,165
2023-01-01 09:33:00+00:00,1000.8052347395115,1002.5191193512305,1000.8052347395115,1002.0253829197727,151
2023-01-01 09:34:00+00:00,1002.0253829197727,1004.873049694485,999.6467060204008,1001.8376983991317,131
2023-01-01 09:35:00+00:00,1001.8376983991317,1001.9918952370681,1000.7003901139406,1001.6500621886609,157
2023-01-01 09:36:00+00:00,1001.6500621886609,1002.9182511717793,998.5766711954193,1002.9163167863229,152
2023-01-01 09:37:00+00:00,1002.9163167863229,1004.8442037502165,1002.520868956764,1003.5322440901263,129
2023-01-01 09:38:00+00:00,1003.5322440901263,1004.2135300858645,1002.3717054395491,1003.1554087131307,138
2023-01-01 09:39:00+00:00,1003.1554087131307,1005.0964198611696,1002.5739591725801,1003.5909208567082,169
2023-01-01 09:40:00+00:00,1003.5909208567082,1005.7992995504391,1003.182598466122,1003.2189243856106,169
2023-01-01 09:41:00+00:00,1003.2189243856106,1004.0690427140438,1000.58991140433,1002.845210887787,156
2023-01-01 09:42:00+00:00,1002.845210887787,1004.2737183095826,1001.4585712572865,1003.0393502411448,121
2023-01-01 09:43:00+00:00,1003.0393502411448,1003.0393502411448,1001.1868817930044,1001.5052483086777,127
2023-01-01 09:44:00+00:00,1001.5052483086777,1001.5052483086777,999.9976665449593,1000.12419000294,121
2023-01-01 09:45:00+00:00,1000.12419000294,1000.12419000294,998.7481084062554,999.6744052860745,127
2023-01-01 09:46:00+00:00,999.6744052860745,999.6744052860745,998.0962716137914,998.8647322768803,118
2023-01-01 09:47:00+00:00,998.8647322768803,1002.3192214298257,998.0029923086263,999.1158763062874,166
2023-01-01 09:48:00+00:00,999.1158763062874,999.4053952161057,997.5633879946702,998.390362835733,161
2023-01-01 09:49:00+00:00,998.390362835733,999.240361939986,997.122415299308,997.262975517128,126
2023-01-01 09:50:00+00:00,997.262975517128,998.5287130485743,994.9665131304112,998.4329711060094,101
2023-01-01 09:51:00+00:00,998.4329711060094,998.6956770105616,995.9787374467929,998.2526493894476,158
2023-01-01 09:52:00+00:00,998.2526493894476,1000.4799460983605,995.3486481619663,998.3065790135332,165
2023-01-01 09:53:00+00:00,998.3065790135332,999.2575438045883,995.9191642815761,997.1693588474108,134
2023-01-01 09:54:00+00:00,997.1693588474108,1001.5506263674921,995.652896118011,996.735179980157,155
2023-01-01 09:55:00+00:00,996.735179980157,997.1168571761622,996.3160695612536,996.8236322625762,121
2023-01-01 09:56:00+00:00,996.8236322625762,998.7752089929676,994.6614510900403,995.906184639082,143
2023-01-01 09:57:00+00:00,995.906184639082,998.1803499981899,995.7914546598221,996.2055576103829,135
